,ReviewID,PaperID,ReviewerID,ResponsibleID,Decision,ReviewText
14,cb23a4d1092e425bbf872c9bbac3a09d,012130a4dc524ce4830b41b09b2a5289,77d358149d8c48d5be358d07124aa39a,024bb4fa0c2d4f28b15353bdf9f1d6fc,False,"The writing is unclear and difficult to understand, making the paper hard to follow."
15,8b448f71a5d64cd2a9ad8a6013550b25,01243e19c45e43eca7acbbc1fc068724,e2aa5373687f414faff5919afef77ccb,ad8060f4684542f9bc6d0b52a2ce8229,False,The paper does not make a significant contribution to the field and is not likely to have a high impact.
16,46ac37dd74364a5e821ecc95e909fe92,01243e19c45e43eca7acbbc1fc068724,af54c6eb113b41818421129a1ba405c0,ad8060f4684542f9bc6d0b52a2ce8229,False,"The writing is unclear and difficult to understand, making the paper hard to follow."
17,4391dbfd21684bba9b7e882196aa42d7,01243e19c45e43eca7acbbc1fc068724,fbc0805108894d74bfde8c001fb55779,ad8060f4684542f9bc6d0b52a2ce8229,False,The experiments are poorly designed and the results are not statistically significant.
18,43439a106b7345fc94532893fcbbf29b,01688741999f46ea9f758688a45dd1c0,bc34e3e66c884d5cb9c88bf3914e60eb,f130f159e7f340d18e5f8f8d3f3fa47f,True,"The writing is clear and concise, making the paper easy to understand."
19,59e5717b221c48de8675c5bc1fd1936a,01688741999f46ea9f758688a45dd1c0,210d723f7e9847a08b6bd3993cc2c96d,f130f159e7f340d18e5f8f8d3f3fa47f,True,This paper is well-written and provides valuable insights.
20,e507450f4fa24265bf93a82bf572f4f8,01688741999f46ea9f758688a45dd1c0,9d3f3dd035a84c1d826b5475bc2a6a32,f130f159e7f340d18e5f8f8d3f3fa47f,True,The experiments are well-designed and the results are statistically significant.
21,da11bbfa051042d2b453a63c30e99151,01688741999f46ea9f758688a45dd1c0,bdac504014f14552a3df7b3b29739ca0,f130f159e7f340d18e5f8f8d3f3fa47f,True,The authors have addressed all of the reviewers' comments and improved the paper significantly.
22,97576c855bd5451999c86a9b7aff726c,016fa69dffd447148e5cc17606bd658c,1dc6fc36a6cb4660af58116981a03637,c931ed8f1b8b4dedb3c82b7c9a19083b,True,This paper is well-written and provides valuable insights.
23,545ff7e8842f4e7a81ab9370b5ab2cf8,016fa69dffd447148e5cc17606bd658c,b0ad6c07532d45979c9072c282959cb7,c931ed8f1b8b4dedb3c82b7c9a19083b,True,This paper is well-written and provides valuable insights.
24,68a7b74af8a147c586b9e493fb9d0a7d,016fa69dffd447148e5cc17606bd658c,c21b178bd192499fb53cdc7959092f90,c931ed8f1b8b4dedb3c82b7c9a19083b,True,The experiments are well-designed and the results are statistically significant.
25,ca10556b9efe4fbc87ab88d237a09613,016fa69dffd447148e5cc17606bd658c,9c7a05ef71b1431cb87f6f27292b9f62,c931ed8f1b8b4dedb3c82b7c9a19083b,True,The paper presents a novel contribution to the field and is likely to have a high impact.
26,4105a4085fd44a48aad7716c6f93c940,016fa69dffd447148e5cc17606bd658c,5540e1a336314c4fa68c4c7a72174658,c931ed8f1b8b4dedb3c82b7c9a19083b,True,The paper presents a novel contribution to the field and is likely to have a high impact.
27,1defe6f224ef4028bb9f4ee515ecf5de,0228382d54554c5a9b758aaac0684ffc,73a4935f93514f36a9c5a8e695e4a3fc,4b43b31ea91d41ec94ee96bf05b4aaf5,False,"The authors have not adequately addressed the reviewers' comments, and the paper has not improved significantly."
28,ee9c688ad8fb47c08af16111d703107f,0228382d54554c5a9b758aaac0684ffc,4d6af41e4caf49dc9a7c208b3e48874f,4b43b31ea91d41ec94ee96bf05b4aaf5,False,"The authors have not adequately addressed the reviewers' comments, and the paper has not improved significantly."
29,b59ec19812e14c0fa0aac8512790d6ea,0228382d54554c5a9b758aaac0684ffc,c1923288c1ac4f4390fd0ac431e29abb,4b43b31ea91d41ec94ee96bf05b4aaf5,False,"The authors have not adequately addressed the reviewers' comments, and the paper has not improved significantly."
30,c60240a7a6ea48288049dd37caa5df9a,0269bf18e5eb4de59c9dc296c28e8acc,9de4ced93cb64f9fb3619317fa78a5c4,9f35d5a5899646f38b0e37a14b79cde3,False,"The writing is unclear and difficult to understand, making the paper hard to follow."
31,67d1aa353b1c48dcbf015772a40114c6,0269bf18e5eb4de59c9dc296c28e8acc,1af43749a4da4793b547d06196ddb151,9f35d5a5899646f38b0e37a14b79cde3,False,The paper is poorly written and difficult to follow.
32,8cf33668c9cf44dbad527e107a0f6c67,0269bf18e5eb4de59c9dc296c28e8acc,bdda22da3b854cb980855ec2678682cc,9f35d5a5899646f38b0e37a14b79cde3,False,"The writing is unclear and difficult to understand, making the paper hard to follow."
33,3d747544fb8c4b4eae161523dd390ea4,0269bf18e5eb4de59c9dc296c28e8acc,f673c6fdf08e45f3b3862fc11c28bc57,9f35d5a5899646f38b0e37a14b79cde3,False,"The authors have not adequately addressed the reviewers' comments, and the paper has not improved significantly."
34,e2424235a5994b19aeeb714fa3127dd0,0269bf18e5eb4de59c9dc296c28e8acc,5a639805d21144d88e0ff91564149836,9f35d5a5899646f38b0e37a14b79cde3,False,"The authors have not adequately addressed the reviewers' comments, and the paper has not improved significantly."
35,eadbe02b889b4036b25ae69500f570a8,027719234f0a44e5a3bc00344ad36f34,e62a2417f72b4c07877b13e415590f85,d0242381fb9c472f8397a9914c26f80a,True,The experiments are well-designed and the results are statistically significant.
36,afbce1e4dda34fa6bfe14a33d90e3f16,027719234f0a44e5a3bc00344ad36f34,618e1f47de0f4493a5b9e7a79fddeacc,d0242381fb9c472f8397a9914c26f80a,True,"The writing is clear and concise, making the paper easy to understand."
37,04666a9c1f2a4ebf8c92d360dd25dacb,027719234f0a44e5a3bc00344ad36f34,551852fe353d4e9e9a2f0fcc64b9d9a1,d0242381fb9c472f8397a9914c26f80a,True,"The writing is clear and concise, making the paper easy to understand."
38,52b7e90c78984857b776cae93a0d4292,027719234f0a44e5a3bc00344ad36f34,f3dd25494f0d477180ca3c1f75b4cf32,d0242381fb9c472f8397a9914c26f80a,True,This paper is well-written and provides valuable insights.
39,2dd70fcf9ef64229b29b19b0a915408c,027719234f0a44e5a3bc00344ad36f34,566aaa1a24d24273b488063581a77bcf,d0242381fb9c472f8397a9914c26f80a,True,This paper is well-written and provides valuable insights.
40,0cd570634d0e48a1acc331de094dc900,02c34bd2eb294b0a99d70f2b744dc636,5540e1a336314c4fa68c4c7a72174658,2303f7a2ad2a4f91b1c027e21ccc34ea,False,The paper is poorly written and difficult to follow.
41,b853f30d5e9d4cee9ce672e97b1853ae,02c34bd2eb294b0a99d70f2b744dc636,5d5cf24837b749c2a76622d76ed5f41b,2303f7a2ad2a4f91b1c027e21ccc34ea,False,The experiments are poorly designed and the results are not statistically significant.
42,64981bda2f274460bf33edb3e2d0bb95,02c34bd2eb294b0a99d70f2b744dc636,88034d320fa849a88b769864ef177dea,2303f7a2ad2a4f91b1c027e21ccc34ea,False,The paper is poorly written and difficult to follow.
43,6a0a2cf50a0c48e0a6c39b242d6f355e,02c34bd2eb294b0a99d70f2b744dc636,bb748f744eb049faa4cf05dadd1f0917,2303f7a2ad2a4f91b1c027e21ccc34ea,False,The paper does not make a significant contribution to the field and is not likely to have a high impact.
44,77fe906020d54ee7a376bb96d6c80e62,02c34bd2eb294b0a99d70f2b744dc636,af54c6eb113b41818421129a1ba405c0,2303f7a2ad2a4f91b1c027e21ccc34ea,False,The paper does not make a significant contribution to the field and is not likely to have a high impact.
45,8736f36420ec42df829703d1cf45eb4a,02c5f1e843044efd9ceeefdeca094f50,90e4d32505bb4d4f8ffc9cc36e20427f,10b31ee210d64c40b17d48fafec4aa5c,False,The paper does not make a significant contribution to the field and is not likely to have a high impact.
46,7d087f086c8047fc8f41671e8eb840a1,02c5f1e843044efd9ceeefdeca094f50,bb748f744eb049faa4cf05dadd1f0917,10b31ee210d64c40b17d48fafec4aa5c,False,"The authors have not adequately addressed the reviewers' comments, and the paper has not improved significantly."
47,2a078682e15144679e8b3139a1553fe0,02c5f1e843044efd9ceeefdeca094f50,f9d0ab3896ae44e3b85774af098a7e94,10b31ee210d64c40b17d48fafec4aa5c,False,The paper does not make a significant contribution to the field and is not likely to have a high impact.
48,0e2f2ed59e2d45179bb727fbee404882,02c5f1e843044efd9ceeefdeca094f50,8c2923af819048db88c8862a9d06d398,10b31ee210d64c40b17d48fafec4aa5c,False,"The writing is unclear and difficult to understand, making the paper hard to follow."
49,aee914c6d6fd432299bf065988fca589,02ebe867bad1403c890922e4d1c38d84,c9d9c8e90980464bb8f7f75ac2fb4586,10b31ee210d64c40b17d48fafec4aa5c,False,"The authors have not adequately addressed the reviewers' comments, and the paper has not improved significantly."
50,a0c428a45d704cb0a26e0f04fb996f84,02ebe867bad1403c890922e4d1c38d84,5dbb76e1033843f39cf94d2ecbe5ecb6,10b31ee210d64c40b17d48fafec4aa5c,False,"The authors have not adequately addressed the reviewers' comments, and the paper has not improved significantly."
51,50c576d1a7ad4ef49ddb1c7b551497de,02ebe867bad1403c890922e4d1c38d84,ebb45bc487d34ec5a5222d65cdb119c7,10b31ee210d64c40b17d48fafec4aa5c,False,The experiments are poorly designed and the results are not statistically significant.
52,6296475f4ed24c309316b1d75f440efb,02ebe867bad1403c890922e4d1c38d84,9de4ced93cb64f9fb3619317fa78a5c4,10b31ee210d64c40b17d48fafec4aa5c,False,"The authors have not adequately addressed the reviewers' comments, and the paper has not improved significantly."
53,48c5f04c45954e5baa69d424098116fa,02ebe867bad1403c890922e4d1c38d84,ce1e2ef053874246bd6e5fb9e34a05b5,10b31ee210d64c40b17d48fafec4aa5c,False,The experiments are poorly designed and the results are not statistically significant.
54,981c588f01874601879f1c43012f1c46,03417aefd4204697bb147794e41c8122,05495691351f4f69ae27b054c6fdda1d,4b43b31ea91d41ec94ee96bf05b4aaf5,False,The paper does not make a significant contribution to the field and is not likely to have a high impact.
55,cefaedebe1584a95a333f413b5dff996,03417aefd4204697bb147794e41c8122,93d4b785228945c58377d398f9ef1d31,4b43b31ea91d41ec94ee96bf05b4aaf5,False,The experiments are poorly designed and the results are not statistically significant.
56,abf5ddea2d3d40d685a6f20cee1a141a,03417aefd4204697bb147794e41c8122,ed957b4aa98f423aa0bc4634be08e21e,4b43b31ea91d41ec94ee96bf05b4aaf5,False,"The authors have not adequately addressed the reviewers' comments, and the paper has not improved significantly."
57,94942fb5a46e4b61b05c89d5abe91d0d,03417aefd4204697bb147794e41c8122,5be4675c3f634acbbd892e8fe99eb8ed,4b43b31ea91d41ec94ee96bf05b4aaf5,False,The experiments are poorly designed and the results are not statistically significant.
58,51acd228ed8e47528c6e7eb2f2bc2b60,03417aefd4204697bb147794e41c8122,0fb5aefda6884cefaed1364e81478c6f,4b43b31ea91d41ec94ee96bf05b4aaf5,False,The paper is poorly written and difficult to follow.
59,de06e000f54f40d9b02f6655bd80ebcf,0399a26c71d14dc799f703695e03e65d,4dee06f5f641423d8ce40261ea8a60e8,d3d109cc225a4046b9a19686e337f74e,False,The paper does not make a significant contribution to the field and is not likely to have a high impact.
60,afbf1a8fef7942a69955141e4811907d,0399a26c71d14dc799f703695e03e65d,6738cd67e290411f8afb88cd1b56fdb6,d3d109cc225a4046b9a19686e337f74e,False,The paper does not make a significant contribution to the field and is not likely to have a high impact.
61,cd7014e00e00401a99e81a3cacb819bf,03b1ef38d98b4e7ab39d47169ae55edf,9f00c1cc4c4140e3aa9a70d8155b1025,d0242381fb9c472f8397a9914c26f80a,False,The experiments are poorly designed and the results are not statistically significant.
62,746028eeb7fe47609b03cd9211541bcc,03b1ef38d98b4e7ab39d47169ae55edf,1aa0b7385beb4a438cae98a8fa9577dd,d0242381fb9c472f8397a9914c26f80a,False,"The authors have not adequately addressed the reviewers' comments, and the paper has not improved significantly."
63,dd04b068dc5146b09e00c92de939269e,03b1ef38d98b4e7ab39d47169ae55edf,59ebaeb794764bb5b937b3d3236a7cd9,d0242381fb9c472f8397a9914c26f80a,False,The experiments are poorly designed and the results are not statistically significant.
64,1457a67ec22b44e18122b7e11f123724,03b1ef38d98b4e7ab39d47169ae55edf,5be4675c3f634acbbd892e8fe99eb8ed,d0242381fb9c472f8397a9914c26f80a,False,The paper is poorly written and difficult to follow.
65,d0a52d3f462b433682769007d7b03ca2,045106c2fe8b43708b46e006ec15fcc8,1aa0b7385beb4a438cae98a8fa9577dd,9f35d5a5899646f38b0e37a14b79cde3,True,"The writing is clear and concise, making the paper easy to understand."
66,58932936715a478eb6abc99a47635aa9,045106c2fe8b43708b46e006ec15fcc8,e31e8571cf474ac987b5dfa69dcac82f,9f35d5a5899646f38b0e37a14b79cde3,True,The experiments are well-designed and the results are statistically significant.
67,708fff3b3b9f47cd85497ee523b94791,04bfbd47401d46bea8f05e6564951620,d605e52b1e9b4d64a4b89f928c86e35a,090f9a633a924f068968d34d74d3d541,True,The authors have addressed all of the reviewers' comments and improved the paper significantly.
68,002a3969ced341a1825b8c90c384d870,04bfbd47401d46bea8f05e6564951620,1af8c843e6ba42259e57ca4b56fbb4f8,090f9a633a924f068968d34d74d3d541,True,The experiments are well-designed and the results are statistically significant.
69,71f8b761c55845d1addc70e4b7ad7e4c,04bfbd47401d46bea8f05e6564951620,e73ad441fcdb42b9892fb9e2c414fbac,090f9a633a924f068968d34d74d3d541,True,The paper presents a novel contribution to the field and is likely to have a high impact.
70,099d82b355214a4da856802679f5e3c9,05331de2939943e1981f99f4b81904b5,7ed1419e053e4dacb3cb26e53bb0f620,9b49622bcb6a4419ae11297e92ac4034,False,"The writing is unclear and difficult to understand, making the paper hard to follow."
71,166fd2c4d761467790f534a80b0cef88,05331de2939943e1981f99f4b81904b5,4fe643b853ee4ee0ad5d1bf552476c0d,9b49622bcb6a4419ae11297e92ac4034,False,The experiments are poorly designed and the results are not statistically significant.
72,097130e1abc1457fac8a398e441f9942,05331de2939943e1981f99f4b81904b5,a7eb3044388f4ddabddc583685fbb67f,9b49622bcb6a4419ae11297e92ac4034,False,The paper is poorly written and difficult to follow.
73,7e2957bb6e4646c28772ba9f4b3663a6,05767eff518c48f284071dbef6cdb9d5,d43e3fca577b4e04b84566d76358c0a7,8045cbce941d473388b62f680c7b5230,False,"The authors have not adequately addressed the reviewers' comments, and the paper has not improved significantly."
74,f1196a21528d44fc9cc93dc11c32f1cc,05767eff518c48f284071dbef6cdb9d5,6db3817d40b8496d8ea65f793bffc5fd,8045cbce941d473388b62f680c7b5230,False,The experiments are poorly designed and the results are not statistically significant.
75,99d80aba252748589efe82c4402f64a6,05767eff518c48f284071dbef6cdb9d5,7463d194788843ab8e3a506dccfa142f,8045cbce941d473388b62f680c7b5230,False,"The authors have not adequately addressed the reviewers' comments, and the paper has not improved significantly."
76,8e21cb1ab685400a9da991caf1b0bfce,05bfdb1f2e3a4acc8e04ca6f6c691fbb,2c584956489348e8973533514a13bcbd,9f35d5a5899646f38b0e37a14b79cde3,True,This paper is well-written and provides valuable insights.
77,ba676a45608d4f4d9a34ea17bcbd074e,05bfdb1f2e3a4acc8e04ca6f6c691fbb,960d56056af84623acaeaaf4d5824ed6,9f35d5a5899646f38b0e37a14b79cde3,True,The experiments are well-designed and the results are statistically significant.
78,ccdffa5db665499697664a9383b0271d,05bfdb1f2e3a4acc8e04ca6f6c691fbb,cedebc51352646dea47e3215d6279048,9f35d5a5899646f38b0e37a14b79cde3,True,The authors have addressed all of the reviewers' comments and improved the paper significantly.
79,d9c1d095702e4cd2bfae107f51c8eac7,05bfdb1f2e3a4acc8e04ca6f6c691fbb,c91357ccd6e049d6b247efc057c7e15f,9f35d5a5899646f38b0e37a14b79cde3,True,"The writing is clear and concise, making the paper easy to understand."
80,69354687c4ac4dc2b0c7c9ac5d06910b,05bfdb1f2e3a4acc8e04ca6f6c691fbb,5ebb05e58f204620a5c6d9969709d0b8,9f35d5a5899646f38b0e37a14b79cde3,True,The authors have addressed all of the reviewers' comments and improved the paper significantly.
81,8547a77ae7034d29bda651a66ae6d44d,05e76317302349059fa20a4c9f2c45cb,1dc6fc36a6cb4660af58116981a03637,f03d1c7f6c36471da0ac4055584b67fa,True,The experiments are well-designed and the results are statistically significant.
82,2f93bd60e715457d858fca4bc9578058,05e76317302349059fa20a4c9f2c45cb,1c38275d274c400e97e8b9cb98c6bd76,f03d1c7f6c36471da0ac4055584b67fa,True,"The writing is clear and concise, making the paper easy to understand."
83,96b615f7bb4f4e5d854ce12e9ac1fc6a,05e76317302349059fa20a4c9f2c45cb,7e61cc767dae4eab9483b707d98278a0,f03d1c7f6c36471da0ac4055584b67fa,True,The experiments are well-designed and the results are statistically significant.
84,e43ec3028f2a4eb5999f7c725586e19d,05e76317302349059fa20a4c9f2c45cb,ad45d1c2660540f4915bd8afedf97934,f03d1c7f6c36471da0ac4055584b67fa,True,"The writing is clear and concise, making the paper easy to understand."
85,e5134b55caee4fb2975d26fc97429573,05e76317302349059fa20a4c9f2c45cb,2de82749c6c840708623c1a9c0017813,f03d1c7f6c36471da0ac4055584b67fa,True,The authors have addressed all of the reviewers' comments and improved the paper significantly.
86,fcfb5f54cb8044af9f20a87270179458,062dfd3cab644461b7af8736849e10da,4dee06f5f641423d8ce40261ea8a60e8,9b49622bcb6a4419ae11297e92ac4034,False,The experiments are poorly designed and the results are not statistically significant.
87,226563e5b39842cdbd6a2677761dab89,062dfd3cab644461b7af8736849e10da,757061d181ed4679ad5929c89eff8577,9b49622bcb6a4419ae11297e92ac4034,False,"The writing is unclear and difficult to understand, making the paper hard to follow."
88,e3770c1b5f3e4115914596659719231e,062dfd3cab644461b7af8736849e10da,c9d9c8e90980464bb8f7f75ac2fb4586,9b49622bcb6a4419ae11297e92ac4034,False,"The writing is unclear and difficult to understand, making the paper hard to follow."
89,2e114f9c0f1b42f592dc9374c3f96d7a,067b8ecb3a3c4e5f8b8266dbec83b4ce,05495691351f4f69ae27b054c6fdda1d,e24250e44b664f7e99aa3fb10944ad6c,True,"The writing is clear and concise, making the paper easy to understand."
90,334faf290e5e4356a218b854f3994ec1,067b8ecb3a3c4e5f8b8266dbec83b4ce,d43e3fca577b4e04b84566d76358c0a7,e24250e44b664f7e99aa3fb10944ad6c,True,The authors have addressed all of the reviewers' comments and improved the paper significantly.
91,bd03a75bd48d40e09aa40b33325ffeae,067b8ecb3a3c4e5f8b8266dbec83b4ce,946cd75bd5fa41b7a91721df680c7d1b,e24250e44b664f7e99aa3fb10944ad6c,True,This paper is well-written and provides valuable insights.
92,11315d60563442dbad4ed754bcdb9312,067b8ecb3a3c4e5f8b8266dbec83b4ce,618e1f47de0f4493a5b9e7a79fddeacc,e24250e44b664f7e99aa3fb10944ad6c,True,The paper presents a novel contribution to the field and is likely to have a high impact.
93,799320bd33ea403b96cb5e70b94a0cd4,067f3513a0e74b96ba81186dd18decb0,4d6af41e4caf49dc9a7c208b3e48874f,0af1bf3cc8ca4630adc77ca065c74f90,False,"The writing is unclear and difficult to understand, making the paper hard to follow."
94,4946961efb394dd6a66ccd75aec10b3b,067f3513a0e74b96ba81186dd18decb0,cf27da33978944bfb03142e7f762a937,0af1bf3cc8ca4630adc77ca065c74f90,False,The experiments are poorly designed and the results are not statistically significant.
95,9e43848c49ad49bc9dd63e348242b7d3,06f8a032677443d29f7a90ba6c411e80,d7ed543d23874b13a6f356c32e15bb6d,e24250e44b664f7e99aa3fb10944ad6c,True,The experiments are well-designed and the results are statistically significant.
96,0cd07301f9744765a472e0ec7356afb4,06f8a032677443d29f7a90ba6c411e80,3f5540bb4c44483d8e80809486560c37,e24250e44b664f7e99aa3fb10944ad6c,True,The experiments are well-designed and the results are statistically significant.
97,817d7048c9a94957882c995b6ac2195a,06f8a032677443d29f7a90ba6c411e80,591bd3dd322d45ebb8f4c951f5e9ae9d,e24250e44b664f7e99aa3fb10944ad6c,True,The experiments are well-designed and the results are statistically significant.
98,6f75fb85605f47de80166d0e758606d4,06f8a032677443d29f7a90ba6c411e80,f857cb5afe6a4eceae930d770f3e11bb,e24250e44b664f7e99aa3fb10944ad6c,True,"The writing is clear and concise, making the paper easy to understand."
99,a193791b8ffe4043acce261b112b7500,06f8a032677443d29f7a90ba6c411e80,a1f09c64dff94375bcf6e1fe11932ebc,e24250e44b664f7e99aa3fb10944ad6c,True,The authors have addressed all of the reviewers' comments and improved the paper significantly.
100,da05ca3aae8f4cb48c6f18c341cc7712,070446fc1c574da9979f328a211529b9,5ebb05e58f204620a5c6d9969709d0b8,3e45921e13194a94a6da5f5b4b8d9d22,False,The experiments are poorly designed and the results are not statistically significant.
101,a84c5b32b8fd4c09b230379f798a80d3,070446fc1c574da9979f328a211529b9,5efce92fec5349b2972096b524ec7874,3e45921e13194a94a6da5f5b4b8d9d22,False,"The writing is unclear and difficult to understand, making the paper hard to follow."
102,f4c6449acbba45a89de44a6e6aacc41c,070446fc1c574da9979f328a211529b9,937b1a8be1af4893aee62f1032364937,3e45921e13194a94a6da5f5b4b8d9d22,False,The paper does not make a significant contribution to the field and is not likely to have a high impact.
103,a836b598a30547f29fe43a196c97d451,07305bf3b8d24128969384ddec4c739a,61861ae1e9904ff7b1cccb61c3b224e7,f130f159e7f340d18e5f8f8d3f3fa47f,True,The authors have addressed all of the reviewers' comments and improved the paper significantly.
104,00d346d52ae5404397ed41e27855a443,07305bf3b8d24128969384ddec4c739a,3e09c86759524f8694fd987b4123c10b,f130f159e7f340d18e5f8f8d3f3fa47f,True,"The writing is clear and concise, making the paper easy to understand."
105,391406d94bad4c2c956e962c5bdab8a8,07305bf3b8d24128969384ddec4c739a,7d17a915303f46e7b8f7441f0cb59216,f130f159e7f340d18e5f8f8d3f3fa47f,True,The experiments are well-designed and the results are statistically significant.
106,f27f165a55a7467f820406105f55bd30,07305bf3b8d24128969384ddec4c739a,61bc6907f7da4d729493241b108799a2,f130f159e7f340d18e5f8f8d3f3fa47f,True,The authors have addressed all of the reviewers' comments and improved the paper significantly.
107,eec06c361b4d4bcebad87bb49cccdcc8,075c9130d836424ba01296b83284019f,4fe643b853ee4ee0ad5d1bf552476c0d,6620537386704472ad3f6f733571727a,True,The experiments are well-designed and the results are statistically significant.
108,13da70bf549242ad957f65329633999d,075c9130d836424ba01296b83284019f,4b96afd0e118465aae48d1495b97768b,6620537386704472ad3f6f733571727a,True,This paper is well-written and provides valuable insights.
109,07086ed852534c92985386c03375639b,075c9130d836424ba01296b83284019f,7e61cc767dae4eab9483b707d98278a0,6620537386704472ad3f6f733571727a,True,This paper is well-written and provides valuable insights.
110,e8c051a401314438b8467ba6994ead62,082c1d88c6b047718a403b8cdd22c3cf,66fd02c5b4ed4852a60ced9af1dc8de1,e24250e44b664f7e99aa3fb10944ad6c,True,This paper is well-written and provides valuable insights.
111,5c81ceb08b094cef9095d02832c735ad,082c1d88c6b047718a403b8cdd22c3cf,7d17a915303f46e7b8f7441f0cb59216,e24250e44b664f7e99aa3fb10944ad6c,True,This paper is well-written and provides valuable insights.
112,04e61714675f40f7b4de185d78747561,082c1d88c6b047718a403b8cdd22c3cf,cf89c21c3b0a4f5195bab7a4410110e4,e24250e44b664f7e99aa3fb10944ad6c,True,This paper is well-written and provides valuable insights.
113,f1479d9b68df4fef8fbea99067f9477f,082c1d88c6b047718a403b8cdd22c3cf,6738cd67e290411f8afb88cd1b56fdb6,e24250e44b664f7e99aa3fb10944ad6c,True,"The writing is clear and concise, making the paper easy to understand."
114,71d90deb4945485e97be9cf1d70cb688,082c1d88c6b047718a403b8cdd22c3cf,94902ee5b46a4cbaaf9db3de528138f3,e24250e44b664f7e99aa3fb10944ad6c,True,"The writing is clear and concise, making the paper easy to understand."
115,976331df33fa4be29f124cdaed3adae0,0834d6c72c5a40e7a0e159a5797416e7,413e59893fc84aa28bc76a8f93f3edc5,3e45921e13194a94a6da5f5b4b8d9d22,False,The experiments are poorly designed and the results are not statistically significant.
116,7b2d6268df31441e94a4487ff31ba54e,0834d6c72c5a40e7a0e159a5797416e7,6738cd67e290411f8afb88cd1b56fdb6,3e45921e13194a94a6da5f5b4b8d9d22,False,The paper is poorly written and difficult to follow.
117,6d8aff2b288e4fdb83dfc97d4154f0e0,0834d6c72c5a40e7a0e159a5797416e7,c20e25f4cd3242bdb2b30e805ee0c050,3e45921e13194a94a6da5f5b4b8d9d22,False,The paper is poorly written and difficult to follow.
118,8959d2ec0843453a8061999a18daa50b,085a0048b27e4647a956b788ade6a062,bda95bd9b62c4abfb143dd13d9e9edf3,0dca73caefd14f2cb0904fb9feeac6e1,True,"The writing is clear and concise, making the paper easy to understand."
